customer_id,total_sessions,total_orders,session_to_order_rate,total_revenue,total_cost,total_profit,customer_profit_pct,avg_order_value,first_orders,second_orders,third_orders,customer_type,customer_lifetime_days,total_items_purchased,cross_sell_orders,cross_sell_order_rate,refund_orders,total_refunded_items,refund_order_rate,refund_prone_customer
257295,1,1,1,75.98000336,23.97999954,52.00000381,2.168473929,75.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
259705,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
74430,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
176571,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
235171,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
250325,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
297518,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
18177,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
53182,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
60842,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
123235,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
134596,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
230949,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
260120,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
313193,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
39425,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
165210,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
229552,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
328776,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
385381,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
2196,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
135257,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
174344,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
236522,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
273445,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
316725,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
348029,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
389772,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
243492,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
273047,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
284116,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
309094,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
360787,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
329821,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
352374,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
67414,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
195071,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
245058,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
253548,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
331126,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
351069,1,1,1,29.98999977,9.489999771,20.5,2.160168651,29.98999977,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
11376,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
67812,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
131158,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
261686,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
252858,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
284408,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
352251,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
329529,2,2,1,109.9800034,41.97999954,68.00000381,1.61981907,54.99000168,1,1,0,Repeat Customer,32,2,0,0,0,0,0,0
388129,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
35203,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
121148,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
211175,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
240438,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
242479,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
298915,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
387024,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
105396,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
114301,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
124878,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
340721,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
343638,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
378013,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
109618,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
135549,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
174052,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,1,1,1,1
211344,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
256296,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
262284,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
295875,1,1,1,75.98000336,23.97999954,52.00000381,2.168473929,75.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
347860,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
392812,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
23613,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
77470,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
81798,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
139571,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
161125,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
235048,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
314375,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
348842,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
354999,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
362659,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
363904,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
7569,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
35664,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
100129,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
107162,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
127228,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
267949,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
226329,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
282642,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
308573,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
364886,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
134367,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
357455,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
359619,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
368524,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
321408,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
344222,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
36448,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
142625,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
270989,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
288799,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
345112,1,1,1,29.98999977,9.489999771,20.5,2.160168651,29.98999977,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
16872,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
26361,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
49083,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
62316,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,1,1,1,1
94035,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
125170,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
303306,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
138987,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
237796,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
258354,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
280584,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
294401,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
301142,1,1,1,109.9800034,41.97999954,68.00000381,1.61981907,109.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
38904,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
74659,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
214384,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
334043,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
46458,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
144022,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
196883,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
182559,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
219436,1,1,1,105.9800034,36.97999954,69.00000381,1.865873571,105.9800034,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
273293,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
386841,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
387837,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
54639,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
122774,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
136883,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
186827,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
205018,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
238978,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
280432,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
351315,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
321222,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
391109,1,1,1,29.98999977,9.489999771,20.5,2.160168651,29.98999977,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
59076,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
104274,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
182605,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
186518,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
264849,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
236631,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
319702,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
383970,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
93391,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
159651,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
187992,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
204849,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
176631,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
247514,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
252260,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
324139,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,1,1,1,1
86083,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
108974,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
144191,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
166744,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
169323,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
226097,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
254484,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
265891,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
145496,2,2,1,99.98000336,38.97999954,61.00000381,1.564905196,49.99000168,1,1,0,Repeat Customer,49,2,0,0,0,0,0,0
149996,2,2,1,99.98000336,38.97999954,61.00000381,1.564905196,49.99000168,1,1,0,Repeat Customer,21,2,0,0,0,0,0,0
215383,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
348567,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
18286,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
86206,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
101526,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
185353,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
189512,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
266014,1,1,1,89.98000336,31.97999954,58.00000381,1.813633666,89.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
19760,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
42113,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
53474,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
175297,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
244643,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
256127,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
337375,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
366589,1,1,1,29.98999977,9.489999771,20.5,2.160168651,29.98999977,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
382450,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
105811,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
113056,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
254730,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
299101,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
311089,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
335978,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
364946,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
392337,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
14722,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
91808,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
138420,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
157072,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
208012,1,1,1,45.99000168,14.48999977,31.50000191,2.173913209,45.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
213631,1,1,1,95.98000336,33.97999954,62.00000381,1.824602844,95.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
304365,1,1,1,79.98000336,28.97999954,51.00000381,1.759834528,79.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
314730,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
385613,1,1,1,75.98000336,23.97999954,52.00000381,2.168473929,75.98000336,1,0,0,One-time Customer,0,2,1,1,0,0,0,0
44921,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
110185,1,1,1,59.99000168,22.48999977,37.50000191,1.667407839,59.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
117172,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
256021,1,1,1,49.99000168,19.48999977,30.50000191,1.564905196,49.99000168,1,0,0,One-time Customer,0,1,0,0,0,0,0,0
