order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd,order_time,order_date
8588,17:46.0,152833,108196,1,1,49.99,19.49,17:46.0,22-11-2013
8589,18:10.0,152829,117047,1,1,49.99,19.49,18:10.0,22-11-2013
8590,24:37.0,152837,133082,1,1,49.99,19.49,24:37.0,22-11-2013
8591,37:49.0,152844,133088,1,1,49.99,19.49,37:49.0,22-11-2013
8592,08:02.0,152854,133095,1,1,49.99,19.49,08:02.0,22-11-2013
8593,41:08.0,152868,133107,1,1,49.99,19.49,41:08.0,22-11-2013
8594,07:37.0,152878,133117,2,1,59.99,22.49,07:37.0,22-11-2013
8595,47:08.0,152951,133178,1,1,49.99,19.49,47:08.0,22-11-2013
8596,21:28.0,152963,133189,1,1,49.99,19.49,21:28.0,22-11-2013
8597,52:11.0,152992,125055,1,1,49.99,19.49,52:11.0,22-11-2013
8598,09:34.0,152995,133217,1,2,109.98,41.98,09:34.0,22-11-2013
8599,53:33.0,153026,133243,2,1,59.99,22.49,53:33.0,22-11-2013
8600,01:04.0,153036,133253,1,1,49.99,19.49,01:04.0,22-11-2013
8601,26:05.0,153049,133266,1,1,49.99,19.49,26:05.0,22-11-2013
8602,32:46.0,153051,133268,1,1,49.99,19.49,32:46.0,22-11-2013
8603,59:10.0,153069,133285,1,2,109.98,41.98,59:10.0,23-11-2013
8604,05:47.0,153075,133289,1,1,49.99,19.49,05:47.0,23-11-2013
8605,52:54.0,153127,133335,1,1,49.99,19.49,52:54.0,23-11-2013
8606,03:37.0,153130,133337,1,1,49.99,19.49,03:37.0,23-11-2013
8607,51:28.0,153172,133373,1,1,49.99,19.49,51:28.0,23-11-2013
8608,33:08.0,153184,133384,1,1,49.99,19.49,33:08.0,23-11-2013
8609,00:24.0,153187,133387,1,1,49.99,19.49,00:24.0,23-11-2013
8610,45:46.0,153205,116398,1,1,49.99,19.49,45:46.0,23-11-2013
8611,53:20.0,153206,133405,1,1,49.99,19.49,53:20.0,23-11-2013
8612,25:49.0,153214,133412,1,1,49.99,19.49,25:49.0,23-11-2013
8613,41:31.0,153224,133422,1,1,49.99,19.49,41:31.0,23-11-2013
8614,54:29.0,153226,133424,1,1,49.99,19.49,54:29.0,23-11-2013
8615,21:18.0,153227,133425,2,1,59.99,22.49,21:18.0,23-11-2013
8616,17:26.0,153247,133445,1,1,49.99,19.49,17:26.0,24-11-2013
8617,21:49.0,153267,133459,2,1,59.99,22.49,21:49.0,24-11-2013
8618,11:00.0,153278,133467,2,1,59.99,22.49,11:00.0,24-11-2013
8619,14:19.0,153287,133473,1,1,49.99,19.49,14:19.0,24-11-2013
8620,01:33.0,153299,133484,1,1,49.99,19.49,01:33.0,24-11-2013
8621,14:18.0,153317,119237,2,1,59.99,22.49,14:18.0,24-11-2013
8622,22:26.0,153320,133497,2,1,59.99,22.49,22:26.0,24-11-2013
8623,06:16.0,153330,133505,2,1,59.99,22.49,06:16.0,24-11-2013
8624,49:12.0,153358,133529,1,1,49.99,19.49,49:12.0,24-11-2013
8625,52:19.0,153360,133531,1,1,49.99,19.49,52:19.0,24-11-2013
8626,04:35.0,153364,133535,1,2,109.98,41.98,04:35.0,24-11-2013
8627,41:15.0,153370,133541,1,1,49.99,19.49,41:15.0,24-11-2013
8628,22:14.0,153398,133566,1,1,49.99,19.49,22:14.0,24-11-2013
8629,45:08.0,153407,133574,1,1,49.99,19.49,45:08.0,24-11-2013
8630,02:43.0,153445,133608,1,1,49.99,19.49,02:43.0,24-11-2013
8631,26:33.0,153447,133610,1,1,49.99,19.49,26:33.0,24-11-2013
8632,37:08.0,153464,133627,1,1,49.99,19.49,37:08.0,24-11-2013
8633,03:45.0,153466,133629,2,1,59.99,22.49,03:45.0,24-11-2013
8634,21:35.0,153490,133651,2,1,59.99,22.49,21:35.0,25-11-2013
8635,04:08.0,153495,133656,2,1,59.99,22.49,04:08.0,25-11-2013
8636,46:34.0,153538,133694,2,1,59.99,22.49,46:34.0,25-11-2013
8637,48:00.0,153536,133692,1,1,49.99,19.49,48:00.0,25-11-2013
8638,57:12.0,153539,133695,1,1,49.99,19.49,57:12.0,25-11-2013
8639,03:02.0,153560,121987,1,2,109.98,41.98,03:02.0,25-11-2013
8640,16:24.0,153562,104705,2,1,59.99,22.49,16:24.0,25-11-2013
8641,57:11.0,153576,133725,1,1,49.99,19.49,57:11.0,25-11-2013
8642,20:16.0,153595,133742,1,1,49.99,19.49,20:16.0,25-11-2013
8643,46:47.0,153612,133756,1,1,49.99,19.49,46:47.0,25-11-2013
8644,40:33.0,153634,133772,1,1,49.99,19.49,40:33.0,25-11-2013
8645,59:36.0,153682,133816,1,1,49.99,19.49,59:36.0,25-11-2013
8646,13:45.0,153685,133819,1,1,49.99,19.49,13:45.0,25-11-2013
8647,44:23.0,153699,133831,1,2,109.98,41.98,44:23.0,25-11-2013
8648,41:17.0,153726,133855,1,2,109.98,41.98,41:17.0,25-11-2013
8649,55:00.0,153736,126912,1,2,109.98,41.98,55:00.0,25-11-2013
8650,59:53.0,153741,133867,1,1,49.99,19.49,59:53.0,25-11-2013
8651,02:49.0,153740,133866,2,1,59.99,22.49,02:49.0,25-11-2013
8652,52:15.0,153765,108657,1,1,49.99,19.49,52:15.0,25-11-2013
8653,54:29.0,153769,133890,1,1,49.99,19.49,54:29.0,25-11-2013
8654,55:06.0,153767,133888,1,1,49.99,19.49,55:06.0,25-11-2013
8655,36:02.0,153801,133918,1,1,49.99,19.49,36:02.0,25-11-2013
8656,06:12.0,153812,133929,2,1,59.99,22.49,06:12.0,25-11-2013
8657,10:12.0,153817,117822,1,1,49.99,19.49,10:12.0,25-11-2013
8658,24:42.0,153829,133945,1,1,49.99,19.49,24:42.0,25-11-2013
8659,33:19.0,153831,133947,1,1,49.99,19.49,33:19.0,25-11-2013
8660,46:34.0,153837,133949,1,1,49.99,19.49,46:34.0,25-11-2013
8661,15:25.0,153846,118637,2,1,59.99,22.49,15:25.0,25-11-2013
8662,09:08.0,153859,133968,1,1,49.99,19.49,09:08.0,25-11-2013
8663,08:55.0,153890,133999,1,1,49.99,19.49,08:55.0,25-11-2013
8664,59:47.0,153960,124525,2,1,59.99,22.49,59:47.0,26-11-2013
8665,55:00.0,153975,132607,1,1,49.99,19.49,55:00.0,26-11-2013
8666,43:39.0,153983,134082,1,1,49.99,19.49,43:39.0,26-11-2013
8667,50:52.0,153984,134083,1,1,49.99,19.49,50:52.0,26-11-2013
8668,37:23.0,153994,134093,1,1,49.99,19.49,37:23.0,26-11-2013
8669,40:00.0,154034,134124,1,1,49.99,19.49,40:00.0,26-11-2013
8670,40:41.0,154032,134122,1,1,49.99,19.49,40:41.0,26-11-2013
8671,41:59.0,154031,134121,1,1,49.99,19.49,41:59.0,26-11-2013
8672,19:40.0,154052,134141,1,1,49.99,19.49,19:40.0,26-11-2013
8673,50:34.0,154069,134156,2,1,59.99,22.49,50:34.0,26-11-2013
8674,57:55.0,154072,134159,1,1,49.99,19.49,57:55.0,26-11-2013
8675,16:21.0,154081,134165,1,2,109.98,41.98,16:21.0,26-11-2013
8676,26:12.0,154087,134170,1,1,49.99,19.49,26:12.0,26-11-2013
8677,38:01.0,154092,131972,1,1,49.99,19.49,38:01.0,26-11-2013
8678,51:20.0,154143,134221,1,1,49.99,19.49,51:20.0,26-11-2013
8679,52:53.0,154172,134247,1,1,49.99,19.49,52:53.0,26-11-2013
8680,55:18.0,154180,134253,1,1,49.99,19.49,55:18.0,26-11-2013
8681,53:24.0,154215,134281,1,1,49.99,19.49,53:24.0,26-11-2013
8682,57:48.0,154219,134284,1,1,49.99,19.49,57:48.0,26-11-2013
8683,12:57.0,154260,119920,1,1,49.99,19.49,12:57.0,26-11-2013
8684,08:23.0,154281,134339,1,1,49.99,19.49,08:23.0,26-11-2013
8685,53:38.0,154329,134384,1,1,49.99,19.49,53:38.0,26-11-2013
8686,52:11.0,154355,134409,1,1,49.99,19.49,52:11.0,26-11-2013
8687,01:23.0,154357,134411,1,1,49.99,19.49,01:23.0,26-11-2013
8688,52:11.0,154370,134422,1,1,49.99,19.49,52:11.0,26-11-2013
8689,56:34.0,154373,134425,2,1,59.99,22.49,56:34.0,26-11-2013
8690,20:04.0,154422,134468,1,1,49.99,19.49,20:04.0,27-11-2013
8691,55:55.0,154446,109137,1,1,49.99,19.49,55:55.0,27-11-2013
8692,26:16.0,154473,134511,1,1,49.99,19.49,26:16.0,27-11-2013
8693,13:53.0,154493,134527,2,1,59.99,22.49,13:53.0,27-11-2013
8694,22:38.0,154497,134530,1,1,49.99,19.49,22:38.0,27-11-2013
8695,28:56.0,154500,121586,1,1,49.99,19.49,28:56.0,27-11-2013
8696,43:20.0,154511,117646,1,1,49.99,19.49,43:20.0,27-11-2013
8697,58:36.0,154523,134552,1,1,49.99,19.49,58:36.0,27-11-2013
8698,17:02.0,154531,134559,1,1,49.99,19.49,17:02.0,27-11-2013
8699,39:40.0,154543,134568,1,1,49.99,19.49,39:40.0,27-11-2013
8700,00:48.0,154553,134577,1,1,49.99,19.49,00:48.0,27-11-2013
8701,24:01.0,154564,134587,2,1,59.99,22.49,24:01.0,27-11-2013
8702,28:07.0,154574,134596,1,2,109.98,41.98,28:07.0,27-11-2013
8703,38:16.0,154575,134597,1,1,49.99,19.49,38:16.0,27-11-2013
8704,55:46.0,154586,134606,1,1,49.99,19.49,55:46.0,27-11-2013
8705,59:26.0,154585,134605,1,1,49.99,19.49,59:26.0,27-11-2013
8706,11:14.0,154593,134613,1,1,49.99,19.49,11:14.0,27-11-2013
8707,39:43.0,154609,134627,1,1,49.99,19.49,39:43.0,27-11-2013
8708,51:21.0,154613,134631,2,2,109.98,41.98,51:21.0,27-11-2013
8709,09:15.0,154622,134638,1,1,49.99,19.49,09:15.0,27-11-2013
8710,31:20.0,154646,134659,1,1,49.99,19.49,31:20.0,27-11-2013
8711,43:37.0,154654,134667,1,1,49.99,19.49,43:37.0,27-11-2013
8712,47:41.0,154662,134673,1,1,49.99,19.49,47:41.0,27-11-2013
8713,53:39.0,154665,134675,1,1,49.99,19.49,53:39.0,27-11-2013
8714,59:50.0,154668,125250,1,1,49.99,19.49,59:50.0,27-11-2013
8715,25:57.0,154680,134688,1,1,49.99,19.49,25:57.0,27-11-2013
8716,28:33.0,154681,134689,1,1,49.99,19.49,28:33.0,27-11-2013
8717,16:00.0,154713,134716,1,1,49.99,19.49,16:00.0,27-11-2013
8718,23:50.0,154720,134722,1,1,49.99,19.49,23:50.0,27-11-2013
8719,21:47.0,154753,134752,1,1,49.99,19.49,21:47.0,27-11-2013
8720,57:10.0,154791,134783,1,1,49.99,19.49,57:10.0,27-11-2013
8721,00:38.0,154792,134784,2,1,59.99,22.49,00:38.0,27-11-2013
8722,03:06.0,154812,134802,1,1,49.99,19.49,03:06.0,27-11-2013
8723,35:11.0,154831,134820,1,1,49.99,19.49,35:11.0,27-11-2013
8724,06:23.0,154836,134824,1,1,49.99,19.49,06:23.0,27-11-2013
8725,40:53.0,154846,134830,2,1,59.99,22.49,40:53.0,27-11-2013
8726,56:06.0,154878,118566,1,1,49.99,19.49,56:06.0,27-11-2013
8727,03:47.0,154876,134855,1,1,49.99,19.49,03:47.0,27-11-2013
8728,30:52.0,154887,134863,2,1,59.99,22.49,30:52.0,27-11-2013
8729,49:36.0,154888,134864,1,1,49.99,19.49,49:36.0,27-11-2013
8730,56:20.0,154889,125526,2,1,59.99,22.49,56:20.0,27-11-2013
8731,16:57.0,154923,134892,1,1,49.99,19.49,16:57.0,28-11-2013
8732,08:23.0,154935,120521,1,1,49.99,19.49,08:23.0,28-11-2013
8733,26:33.0,154951,134913,1,1,49.99,19.49,26:33.0,28-11-2013
8734,13:06.0,154959,134918,1,1,49.99,19.49,13:06.0,28-11-2013
8735,13:12.0,154958,134917,1,1,49.99,19.49,13:12.0,28-11-2013
8736,57:44.0,154975,134931,2,1,59.99,22.49,57:44.0,28-11-2013
8737,01:12.0,154969,134926,1,1,49.99,19.49,01:12.0,28-11-2013
8738,02:16.0,155002,108049,1,1,49.99,19.49,02:16.0,28-11-2013
8739,16:46.0,155014,134968,2,1,59.99,22.49,16:46.0,28-11-2013
8740,44:23.0,155021,129730,1,2,109.98,41.98,44:23.0,28-11-2013
8741,41:46.0,155109,135046,1,1,49.99,19.49,41:46.0,28-11-2013
8742,26:17.0,155135,135070,1,1,49.99,19.49,26:17.0,28-11-2013
8743,53:55.0,155148,135082,2,1,59.99,22.49,53:55.0,28-11-2013
8744,36:45.0,155172,124824,1,1,49.99,19.49,36:45.0,28-11-2013
8745,57:01.0,155185,135113,1,1,49.99,19.49,57:01.0,28-11-2013
8746,07:00.0,155189,135117,1,1,49.99,19.49,07:00.0,28-11-2013
8747,07:50.0,155187,135115,1,1,49.99,19.49,07:50.0,28-11-2013
8748,55:50.0,155214,135136,1,1,49.99,19.49,55:50.0,28-11-2013
8749,20:09.0,155221,135142,1,1,49.99,19.49,20:09.0,28-11-2013
8750,28:21.0,155231,135151,1,1,49.99,19.49,28:21.0,28-11-2013
8751,00:45.0,155247,135164,1,1,49.99,19.49,00:45.0,28-11-2013
8752,16:36.0,155252,135168,1,1,49.99,19.49,16:36.0,28-11-2013
8753,27:59.0,155271,135184,1,2,109.98,41.98,27:59.0,28-11-2013
8754,40:40.0,155279,135192,1,2,109.98,41.98,40:40.0,28-11-2013
8755,51:05.0,155302,135210,2,1,59.99,22.49,51:05.0,28-11-2013
8756,04:04.0,155319,122785,1,1,49.99,19.49,04:04.0,28-11-2013
8757,06:21.0,155317,135222,2,1,59.99,22.49,06:21.0,28-11-2013
8758,46:36.0,155339,135239,1,1,49.99,19.49,46:36.0,28-11-2013
8759,18:26.0,155352,135252,1,2,109.98,41.98,18:26.0,29-11-2013
8760,19:51.0,155357,135257,1,1,49.99,19.49,19:51.0,29-11-2013
8761,23:33.0,155361,135261,1,1,49.99,19.49,23:33.0,29-11-2013
8762,26:41.0,155374,135273,1,1,49.99,19.49,26:41.0,29-11-2013
8763,42:33.0,155394,135293,1,1,49.99,19.49,42:33.0,29-11-2013
8764,52:50.0,155411,135310,2,1,59.99,22.49,52:50.0,29-11-2013
8765,58:14.0,155428,135327,1,2,109.98,41.98,58:14.0,29-11-2013
8766,09:51.0,155433,135332,1,1,49.99,19.49,09:51.0,29-11-2013
8767,29:21.0,155472,135371,1,1,49.99,19.49,29:21.0,29-11-2013
8768,29:34.0,155466,135365,1,1,49.99,19.49,29:34.0,29-11-2013
8769,41:37.0,155474,135373,1,1,49.99,19.49,41:37.0,29-11-2013
8770,04:48.0,155515,135413,1,1,49.99,19.49,04:48.0,29-11-2013
8771,28:51.0,155542,135440,1,1,49.99,19.49,28:51.0,29-11-2013
8772,32:54.0,155556,135454,1,1,49.99,19.49,32:54.0,29-11-2013
8773,34:33.0,155553,135451,1,2,109.98,41.98,34:33.0,29-11-2013
8774,41:43.0,155564,135462,2,1,59.99,22.49,41:43.0,29-11-2013
8775,55:24.0,155571,135469,1,1,49.99,19.49,55:24.0,29-11-2013
8776,57:47.0,155589,135487,1,1,49.99,19.49,57:47.0,29-11-2013
8777,08:55.0,155591,135489,1,1,49.99,19.49,08:55.0,29-11-2013
8778,35:06.0,155623,135521,1,1,49.99,19.49,35:06.0,29-11-2013
8779,46:52.0,155632,135530,1,1,49.99,19.49,46:52.0,29-11-2013
8780,14:16.0,155651,135549,1,1,49.99,19.49,14:16.0,29-11-2013
8781,45:19.0,155677,135575,1,1,49.99,19.49,45:19.0,29-11-2013
8782,33:14.0,155747,135643,1,1,49.99,19.49,33:14.0,29-11-2013
8783,39:25.0,155757,135653,1,1,49.99,19.49,39:25.0,29-11-2013
8784,19:07.0,155812,135708,2,1,59.99,22.49,19:07.0,29-11-2013
8785,22:08.0,155810,135706,1,1,49.99,19.49,22:08.0,29-11-2013
8786,37:46.0,155848,135743,1,1,49.99,19.49,37:46.0,29-11-2013
8787,51:10.0,155862,135757,2,1,59.99,22.49,51:10.0,29-11-2013
8788,33:06.0,155916,135809,2,1,59.99,22.49,33:06.0,29-11-2013
8789,38:55.0,155926,135819,1,1,49.99,19.49,38:55.0,29-11-2013
8790,53:47.0,155952,135845,1,1,49.99,19.49,53:47.0,29-11-2013
8791,57:12.0,155971,135864,1,1,49.99,19.49,57:12.0,29-11-2013
8792,01:35.0,155979,135872,1,1,49.99,19.49,01:35.0,29-11-2013
8793,01:36.0,155963,135856,1,1,49.99,19.49,01:36.0,29-11-2013
8794,02:49.0,155966,135859,1,1,49.99,19.49,02:49.0,29-11-2013
8795,21:09.0,156009,135902,1,1,49.99,19.49,21:09.0,29-11-2013
8796,27:20.0,156044,135937,1,1,49.99,19.49,27:20.0,29-11-2013
8797,43:18.0,156063,135956,1,1,49.99,19.49,43:18.0,29-11-2013
8798,43:26.0,156068,135961,1,1,49.99,19.49,43:26.0,29-11-2013
8799,47:24.0,156074,135967,1,1,49.99,19.49,47:24.0,29-11-2013
8800,03:30.0,156125,136016,2,1,59.99,22.49,03:30.0,29-11-2013
8801,04:28.0,156130,136021,1,1,49.99,19.49,04:28.0,29-11-2013
8802,30:08.0,156188,136079,1,1,49.99,19.49,30:08.0,29-11-2013
8803,30:20.0,156200,136091,1,1,49.99,19.49,30:20.0,29-11-2013
8804,35:46.0,156211,136102,1,1,49.99,19.49,35:46.0,29-11-2013
8805,40:33.0,156216,136107,2,1,59.99,22.49,40:33.0,29-11-2013
8806,41:23.0,156237,136127,1,1,49.99,19.49,41:23.0,29-11-2013
8807,43:48.0,156227,136118,1,1,49.99,19.49,43:48.0,29-11-2013
8808,43:55.0,156240,136130,1,1,49.99,19.49,43:55.0,29-11-2013
8809,49:37.0,156243,136133,1,1,49.99,19.49,49:37.0,29-11-2013
8810,50:07.0,156253,136142,1,1,49.99,19.49,50:07.0,29-11-2013
8811,52:04.0,156244,136134,2,1,59.99,22.49,52:04.0,29-11-2013
8812,54:14.0,156275,136164,1,1,49.99,19.49,54:14.0,29-11-2013
8813,02:41.0,156307,136194,1,1,49.99,19.49,02:41.0,29-11-2013
8814,05:16.0,156304,136191,1,1,49.99,19.49,05:16.0,29-11-2013
8815,10:11.0,156317,136204,2,1,59.99,22.49,10:11.0,29-11-2013
8816,13:20.0,156338,136225,2,1,59.99,22.49,13:20.0,29-11-2013
8817,16:21.0,156379,136264,1,1,49.99,19.49,16:21.0,29-11-2013
8818,17:08.0,156361,116468,1,1,49.99,19.49,17:08.0,29-11-2013
8819,24:12.0,156399,136284,1,1,49.99,19.49,24:12.0,29-11-2013
8820,26:10.0,156413,136298,1,1,49.99,19.49,26:10.0,29-11-2013
8821,27:28.0,156435,111158,1,1,49.99,19.49,27:28.0,29-11-2013
8822,28:48.0,156408,136293,1,1,49.99,19.49,28:48.0,29-11-2013
8823,33:41.0,156440,136323,1,1,49.99,19.49,33:41.0,29-11-2013
8824,34:53.0,156448,136331,1,2,109.98,41.98,34:53.0,29-11-2013
8825,38:51.0,156467,136349,1,1,49.99,19.49,38:51.0,29-11-2013
8826,43:06.0,156487,136369,1,1,49.99,19.49,43:06.0,29-11-2013
8827,43:51.0,156492,136374,2,1,59.99,22.49,43:51.0,29-11-2013
8828,52:02.0,156520,136402,1,1,49.99,19.49,52:02.0,29-11-2013
8829,54:13.0,156554,136436,1,1,49.99,19.49,54:13.0,29-11-2013
8830,58:53.0,156534,136416,1,1,49.99,19.49,58:53.0,29-11-2013
8831,04:06.0,156613,136495,2,1,59.99,22.49,04:06.0,29-11-2013
8832,04:07.0,156578,136460,1,1,49.99,19.49,04:07.0,29-11-2013
8833,05:15.0,156586,136468,1,1,49.99,19.49,05:15.0,29-11-2013
8834,05:44.0,156604,136486,2,1,59.99,22.49,05:44.0,29-11-2013
8835,08:11.0,156605,136487,1,1,49.99,19.49,08:11.0,29-11-2013
8836,08:36.0,156609,136491,1,1,49.99,19.49,08:36.0,29-11-2013
8837,09:02.0,156593,136475,1,1,49.99,19.49,09:02.0,29-11-2013
8838,09:29.0,156587,136469,1,1,49.99,19.49,09:29.0,29-11-2013
8839,12:36.0,156625,136507,1,1,49.99,19.49,12:36.0,29-11-2013
8840,14:10.0,156648,136530,1,1,49.99,19.49,14:10.0,29-11-2013
8841,40:08.0,156698,136580,1,1,49.99,19.49,40:08.0,29-11-2013
8842,40:09.0,156722,136604,1,1,49.99,19.49,40:09.0,29-11-2013
8843,42:53.0,156734,136616,1,1,49.99,19.49,42:53.0,29-11-2013
8844,44:24.0,156729,136611,2,1,59.99,22.49,44:24.0,29-11-2013
8845,45:44.0,156745,136627,1,1,49.99,19.49,45:44.0,29-11-2013
8846,45:45.0,156723,136605,2,1,59.99,22.49,45:45.0,29-11-2013
8847,50:18.0,156765,136646,1,1,49.99,19.49,50:18.0,29-11-2013
8848,52:20.0,156769,136650,1,1,49.99,19.49,52:20.0,29-11-2013
8849,55:34.0,156767,136648,1,1,49.99,19.49,55:34.0,29-11-2013
8850,58:53.0,156775,136656,1,1,49.99,19.49,58:53.0,29-11-2013
8851,05:28.0,156850,136730,1,1,49.99,19.49,05:28.0,29-11-2013
8852,08:09.0,156854,136734,1,1,49.99,19.49,08:09.0,29-11-2013
8853,12:56.0,156840,136720,1,1,49.99,19.49,12:56.0,29-11-2013
8854,16:54.0,156862,136742,1,1,49.99,19.49,16:54.0,29-11-2013
8855,22:39.0,156891,136771,1,1,49.99,19.49,22:39.0,29-11-2013
8856,23:30.0,156888,136768,1,1,49.99,19.49,23:30.0,29-11-2013
8857,28:36.0,156936,136816,1,1,49.99,19.49,28:36.0,29-11-2013
8858,36:31.0,157004,136883,1,1,49.99,19.49,36:31.0,29-11-2013
8859,40:16.0,156990,136869,1,1,49.99,19.49,40:16.0,29-11-2013
8860,41:14.0,156996,136875,1,1,49.99,19.49,41:14.0,29-11-2013
8861,44:03.0,157008,136887,1,1,49.99,19.49,44:03.0,29-11-2013
8862,44:07.0,157031,136908,1,1,49.99,19.49,44:07.0,29-11-2013
8863,49:36.0,157027,136904,2,1,59.99,22.49,49:36.0,29-11-2013
8864,53:17.0,157052,136929,1,1,49.99,19.49,53:17.0,29-11-2013
8865,06:52.0,157111,136987,2,1,59.99,22.49,06:52.0,29-11-2013
8866,07:28.0,157122,136998,1,1,49.99,19.49,07:28.0,29-11-2013
8867,14:09.0,157151,137025,1,2,109.98,41.98,14:09.0,29-11-2013
8868,16:59.0,157182,137056,1,1,49.99,19.49,16:59.0,29-11-2013
8869,20:24.0,157168,137042,1,1,49.99,19.49,20:24.0,29-11-2013
8870,26:30.0,157214,137088,1,1,49.99,19.49,26:30.0,29-11-2013
8871,30:28.0,157232,137105,1,1,49.99,19.49,30:28.0,29-11-2013
8872,35:07.0,157250,137123,1,1,49.99,19.49,35:07.0,29-11-2013
8873,54:57.0,157321,137193,2,1,59.99,22.49,54:57.0,29-11-2013
8874,57:42.0,157318,137190,1,1,49.99,19.49,57:42.0,29-11-2013
8875,00:00.0,157323,137195,1,1,49.99,19.49,00:00.0,29-11-2013
8876,00:12.0,157337,137209,2,1,59.99,22.49,00:12.0,29-11-2013
8877,22:05.0,157424,137294,1,1,49.99,19.49,22:05.0,29-11-2013
8878,35:02.0,157531,137398,1,1,49.99,19.49,35:02.0,29-11-2013
8879,39:26.0,157498,137366,2,1,59.99,22.49,39:26.0,29-11-2013
8880,44:33.0,157564,137430,1,1,49.99,19.49,44:33.0,29-11-2013
8881,46:23.0,157565,137431,1,1,49.99,19.49,46:23.0,29-11-2013
8882,48:27.0,157568,137434,2,1,59.99,22.49,48:27.0,29-11-2013
8883,52:43.0,157589,137455,1,1,49.99,19.49,52:43.0,29-11-2013
8884,01:02.0,157614,137480,1,2,109.98,41.98,01:02.0,29-11-2013
8885,01:32.0,157615,137481,1,1,49.99,19.49,01:32.0,29-11-2013
8886,05:42.0,157642,137508,1,1,49.99,19.49,05:42.0,29-11-2013
8887,11:48.0,157655,137520,1,1,49.99,19.49,11:48.0,29-11-2013
8888,11:50.0,157643,137509,1,1,49.99,19.49,11:50.0,29-11-2013
8889,11:54.0,157670,137535,1,1,49.99,19.49,11:54.0,29-11-2013
8890,14:00.0,157674,137539,1,1,49.99,19.49,14:00.0,29-11-2013
8891,16:32.0,157707,137572,1,1,49.99,19.49,16:32.0,29-11-2013
8892,21:54.0,157724,137589,1,2,109.98,41.98,21:54.0,29-11-2013
8893,23:51.0,157714,137579,1,1,49.99,19.49,23:51.0,29-11-2013
8894,24:19.0,157712,137577,1,1,49.99,19.49,24:19.0,29-11-2013
8895,26:41.0,157749,114800,1,1,49.99,19.49,26:41.0,29-11-2013
8896,28:06.0,157753,137617,2,1,59.99,22.49,28:06.0,29-11-2013
8897,28:31.0,157740,137605,1,1,49.99,19.49,28:31.0,29-11-2013
8898,37:01.0,157796,137657,1,1,49.99,19.49,37:01.0,29-11-2013
8899,39:47.0,157825,137686,1,1,49.99,19.49,39:47.0,29-11-2013
8900,41:40.0,157792,137653,2,1,59.99,22.49,41:40.0,29-11-2013
8901,43:37.0,157794,137655,1,1,49.99,19.49,43:37.0,29-11-2013
8902,49:30.0,157843,137704,2,1,59.99,22.49,49:30.0,29-11-2013
8903,52:10.0,157838,137699,1,2,109.98,41.98,52:10.0,29-11-2013
8904,02:19.0,157863,137724,1,1,49.99,19.49,02:19.0,29-11-2013
8905,04:27.0,157877,137738,1,1,49.99,19.49,04:27.0,29-11-2013
8906,08:49.0,157902,137763,1,1,49.99,19.49,08:49.0,29-11-2013
8907,15:25.0,157929,137790,2,1,59.99,22.49,15:25.0,29-11-2013
8908,16:53.0,157931,137792,1,1,49.99,19.49,16:53.0,29-11-2013
8909,18:51.0,157954,137814,1,1,49.99,19.49,18:51.0,29-11-2013
8910,22:39.0,157960,137820,1,1,49.99,19.49,22:39.0,29-11-2013
8911,28:15.0,157991,137851,1,1,49.99,19.49,28:15.0,29-11-2013
8912,35:54.0,158059,137916,1,1,49.99,19.49,35:54.0,29-11-2013
8913,43:29.0,158042,137900,1,1,49.99,19.49,43:29.0,29-11-2013
8914,52:49.0,158089,137946,1,1,49.99,19.49,52:49.0,29-11-2013
8915,55:22.0,158085,137942,1,1,49.99,19.49,55:22.0,29-11-2013
8916,00:13.0,158130,137985,1,1,49.99,19.49,00:13.0,29-11-2013
8917,07:58.0,158177,138031,1,1,49.99,19.49,07:58.0,29-11-2013
8918,13:23.0,158193,138047,1,1,49.99,19.49,13:23.0,29-11-2013
8919,25:57.0,158248,138102,1,1,49.99,19.49,25:57.0,29-11-2013
8920,27:19.0,158256,138110,1,1,49.99,19.49,27:19.0,29-11-2013
8921,43:12.0,158291,138145,1,1,49.99,19.49,43:12.0,29-11-2013
8922,46:38.0,158327,138179,1,1,49.99,19.49,46:38.0,29-11-2013
8923,47:14.0,158324,138176,1,1,49.99,19.49,47:14.0,29-11-2013
8924,50:38.0,158370,138220,1,1,49.99,19.49,50:38.0,29-11-2013
8925,51:57.0,158366,105777,1,1,49.99,19.49,51:57.0,29-11-2013
8926,58:48.0,158368,138218,1,1,49.99,19.49,58:48.0,29-11-2013
8927,06:32.0,158416,138266,1,1,49.99,19.49,06:32.0,29-11-2013
8928,08:09.0,158429,138278,1,1,49.99,19.49,08:09.0,29-11-2013
8929,14:15.0,158439,138288,1,1,49.99,19.49,14:15.0,29-11-2013
8930,22:57.0,158482,138331,2,1,59.99,22.49,22:57.0,29-11-2013
8931,35:23.0,158516,138364,1,1,49.99,19.49,35:23.0,29-11-2013
8932,38:08.0,158539,138387,2,1,59.99,22.49,38:08.0,29-11-2013
8933,57:30.0,158577,138425,1,1,49.99,19.49,57:30.0,29-11-2013
8934,04:24.0,158594,138441,1,1,49.99,19.49,04:24.0,29-11-2013
8935,15:33.0,158623,138470,2,1,59.99,22.49,15:33.0,29-11-2013
